callsign,number,icao24,registration,typecode,origin,destination,firstseen,lastseen,day,latitude_1,longitude_1,altitude_1,latitude_2,longitude_2,altitude_2
JAZ,,7c2da9,,,YSCN,YOAS,2020-04-20 03:41:42+00:00,2020-04-20 04:50:05+00:00,2020-04-20 00:00:00+00:00,-34.022689819335945,150.7092160594707,304.8,-34.080101918365976,150.53524017333982,883.9200000000002
CFI,,7c0adc,,,YSCN,YOAS,2020-04-20 04:16:20+00:00,2020-04-20 05:55:17+00:00,2020-04-20 00:00:00+00:00,-34.023056030273445,150.7049560546875,304.8,-34.16244506835938,150.4369120695153,1569.72
RSCU204,,7c617b,VH-TJH,A139,YOAS,YSBK,2020-04-20 09:59:37+00:00,2020-04-20 10:13:08+00:00,2020-04-20 00:00:00+00:00,-34.08973823159431,150.4772186279297,609.6,-33.914199829101555,150.974008988361,106.68
JIA5092,OH5092,a79ea0,N590NN,CRJ9,KGRR,SC08,2020-04-20 10:09:31+00:00,2020-04-20 11:31:25+00:00,2020-04-20 00:00:00+00:00,42.87556457519531,-85.55430567541787,609.6,35.10333251953125,-81.05886653977997,2103.12
DAL3124,DL3124,a48321,N390DN,A321,KPHX,KSLC,2020-04-20 13:03:38+00:00,2020-04-20 14:08:39+00:00,2020-04-20 00:00:00+00:00,33.43107061871027,-112.0214220942283,304.8,40.78432244769597,-112.09619001908742,3238.5
SKW5714,OO5714,acd135,N925EV,CRJ2,,CO12,2020-04-20 14:24:00+00:00,2020-04-20 15:45:15+00:00,2020-04-20 00:00:00+00:00,32.14279174804688,-110.7639404296875,2743.2,39.953178793697035,-104.6951502019709,1950.72
ENY3691,,a283ed,N261NN,,KDFW,,2020-04-20 17:50:29+00:00,2020-04-20 18:55:18+00:00,2020-04-20 00:00:00+00:00,32.8828125,-97.02976684570315,304.8,26.358435679290253,-100.1912454458383,10363.2
JAZ,,7c2da9,,,YSCN,YOAS,2020-04-20 23:17:40+00:00,2020-04-21 00:17:12+00:00,2020-04-21 00:00:00+00:00,-34.020309448242195,150.7070300043846,304.8,-34.08107951536016,150.571231842041,868.6800000000002
OAS,,7c46f2,VH-OAS,B06,YSRI,YSRI,2020-04-21 01:53:40+00:00,2020-04-21 03:24:17+00:00,2020-04-21 00:00:00+00:00,-33.59782073457365,150.8017158508301,0.0,-33.438766479492195,150.94791870117191,243.84
OAS,,7c46f2,VH-OAS,B06,YSRI,YSRI,2020-04-21 04:39:48+00:00,2020-04-21 06:17:34+00:00,2020-04-21 00:00:00+00:00,-33.596923828125,150.7974990533323,0.0,-33.54512360136391,150.64802169799802,609.6
VHO,,7c6b5a,,,,YOAS,2020-04-21 05:28:05+00:00,2020-04-21 05:55:33+00:00,2020-04-21 00:00:00+00:00,-33.6064453125,149.7813758071588,1828.8,-34.183731079101555,150.3782809510523,1615.44
C33,,440084,OE-XEQ,EC35,LOAN,LOAS,2020-04-21 07:30:38+00:00,2020-04-21 07:50:57+00:00,2020-04-21 00:00:00+00:00,47.84513311871027,16.25131460336538,0.0,48.09628244173729,17.06134502704327,68.58
C33,,440084,OE-XEQ,EC35,LOAS,LHFP,2020-04-21 08:26:10+00:00,2020-04-21 08:39:58+00:00,2020-04-21 00:00:00+00:00,48.09608459472656,17.06142425537109,0.0,47.84527277542373,16.51343712439904,236.22
JIA5092,OH5092,a71e5c,N558NN,CRJ9,2MI5,KCLT,2020-04-21 10:15:35+00:00,2020-04-21 11:31:38+00:00,2020-04-21 00:00:00+00:00,42.93214416503906,-85.5487486373546,1524.0,35.2718857587394,-80.95702475689825,525.78
SKW5714,OO5714,ad6ca7,N964SW,CRJ2,,CO12,2020-04-21 14:20:34+00:00,2020-04-21 15:42:51+00:00,2020-04-21 00:00:00+00:00,32.13468389996027,-110.72845458984379,2743.2,39.95722883838718,-104.6955247358842,1905.0
ENY3691,,a22b28,N239NN,E75L,KDFW,,2020-04-21 17:38:51+00:00,2020-04-21 18:47:20+00:00,2020-04-21 00:00:00+00:00,32.89443969726562,-97.03004150390628,0.0,26.35134887695312,-100.17712287183079,10972.8
OAS,,7c46f2,VH-OAS,B06,YSRI,YSRI,2020-04-21 23:49:03+00:00,2020-04-22 01:28:29+00:00,2020-04-22 00:00:00+00:00,-33.598379361427476,150.79908370971683,0.0,-33.458676095736216,150.9833137356505,365.76
OAS,,7c46f2,VH-OAS,B06,,YSRI,2020-04-22 02:07:31+00:00,2020-04-22 02:18:28+00:00,2020-04-22 00:00:00+00:00,-33.333938598632805,150.9169921875,304.8,-33.57980346679688,150.789203254544,243.84
CFI,,7c0adc,,,YSCN,YOAS,2020-04-22 02:20:21+00:00,2020-04-22 03:52:15+00:00,2020-04-22 00:00:00+00:00,-34.054092407226555,150.6198120117188,304.8,-34.07135009765625,150.5534934997559,1150.62
OAS,,7c46f2,VH-OAS,B06,YSRI,YSRI,2020-04-22 03:45:30+00:00,2020-04-22 05:30:19+00:00,2020-04-22 00:00:00+00:00,-33.59619140625,150.7844924926758,0.0,-33.60252251059325,150.74832916259768,274.32
JAZ,,7c2da9,,,YOAS,YOAS,2020-04-22 06:26:00+00:00,2020-04-22 07:00:09+00:00,2020-04-22 00:00:00+00:00,-34.08787614208157,150.5924606323242,609.6,-34.10160905223785,150.5595016479492,914.4
JIA5092,OH5092,a73348,N563NN,CRJ9,KGRR,SC67,2020-04-22 10:19:38+00:00,2020-04-22 11:30:52+00:00,2020-04-22 00:00:00+00:00,42.859062582759535,-85.51319667271206,609.6,34.94299419855668,-81.04494094848633,2019.3
SKW5714,OO5714,adb437,N982SW,CRJ2,,KDEN,2020-04-22 14:26:38+00:00,2020-04-22 15:53:21+00:00,2020-04-22 00:00:00+00:00,32.12732864638506,-110.76130146882971,2743.2,39.82749938964844,-104.68764595363449,1813.56
ENY3691,,a22003,N236NN,E75L,KDFW,,2020-04-22 17:57:00+00:00,2020-04-22 19:08:15+00:00,2020-04-22 00:00:00+00:00,32.88817842127913,-97.0301289461097,304.8,26.25951217392744,-100.071293757512,10972.8
DLN,,7c10c9,,,YOAS,YWJS,2020-04-22 21:26:01+00:00,2020-04-22 22:36:50+00:00,2020-04-22 00:00:00+00:00,-34.0816846944518,150.59617996215817,304.8,-35.1260841498941,148.4604263305664,1333.5
OAS,,7c46f2,VH-OAS,B06,YSRI,,2020-04-22 23:25:00+00:00,2020-04-22 23:48:14+00:00,2020-04-22 00:00:00+00:00,-33.594887943591125,150.7678985595703,0.0,-33.19161987304688,150.31477661132809,1066.8
JAZ,,7c2da9,,,YSCN,YOAS,2020-04-23 00:22:16+00:00,2020-04-23 02:14:53+00:00,2020-04-23 00:00:00+00:00,-34.02419268074686,150.7001495361328,304.8,-34.103164672851555,150.5579858896684,876.3000000000002
TAW,,7c6046,,,YKAT,YOAS,2020-04-23 01:34:51+00:00,2020-04-23 01:56:59+00:00,2020-04-23 00:00:00+00:00,-33.69139073258739,150.1658248901367,1524.0,-34.10797119140625,150.43416548748408,975.36
IPD,,7c2a9f,,,YSBK,YOAS,2020-04-23 01:41:23+00:00,2020-04-23 02:36:59+00:00,2020-04-23 00:00:00+00:00,-33.89419555664062,150.8891452088648,609.6,-34.08917960474048,150.5930328369141,731.52
TAW,,7c6046,,,YOAS,YSBK,2020-04-23 02:08:36+00:00,2020-04-23 02:36:34+00:00,2020-04-23 00:00:00+00:00,-34.03261863579184,150.4727554321289,914.4,-33.93267098119702,151.0090255737305,60.96
JAZ,,7c2da9,,,YSCN,YOAS,2020-04-23 03:35:04+00:00,2020-04-23 04:14:58+00:00,2020-04-23 00:00:00+00:00,-34.02841186523438,150.7053484235491,0.0,-34.131088256835945,150.5428516621492,868.6800000000002
JIA5092,OH5092,a7db0b,N605NN,,KGRR,KCLT,2020-04-23 10:10:12+00:00,2020-04-23 11:29:38+00:00,2020-04-23 00:00:00+00:00,42.86073303222656,-85.5150870389716,609.6,35.26513568425582,-80.9709329808012,441.96
KXW,,7c35f2,,,YPJT,YPJT,2020-04-23 10:16:14+00:00,2020-04-23 10:50:36+00:00,2020-04-23 00:00:00+00:00,-32.10135249768274,115.8720179966518,0.0,-32.085800170898445,115.89774169921878,99.06
OKRDS,,49d108,OK-HLC,R22,LOAS,LZIB,2020-04-23 11:21:35+00:00,2020-04-23 11:34:09+00:00,2020-04-23 00:00:00+00:00,48.17197638042902,17.0024992290296,0.0,48.16467931715108,17.195916426809212,
SKW5714,OO5714,acd619,N926SW,CRJ2,,KDEN,2020-04-23 14:22:19+00:00,2020-04-23 15:50:58+00:00,2020-04-23 00:00:00+00:00,32.06448312533104,-110.7325464365434,2743.2,39.80369567871094,-104.66089663298229,1821.18
N888SN,,ac3d2a,N888SN,,KFRG,KFRG,2020-04-23 17:43:19+00:00,2020-04-23 18:11:14+00:00,2020-04-23 00:00:00+00:00,40.7318115234375,-73.41345353560013,0.0,40.64708645060911,-73.33217967640269,22.86
ENY3691,,a234ef,N241NN,E75L,KDFW,,2020-04-23 17:47:20+00:00,2020-04-23 18:44:57+00:00,2020-04-23 00:00:00+00:00,32.90158546577066,-97.02984868263712,304.8,27.49969482421875,-99.53302347435142,10972.8
N888SN,,ac3d2a,N888SN,,KFRG,KFRG,2020-04-23 18:22:49+00:00,2020-04-23 18:36:29+00:00,2020-04-23 00:00:00+00:00,40.65037536621094,-73.33502197265625,0.0,40.64936751026218,-73.34079395640981,0.0
C33,,440084,OE-XEQ,EC35,LOAN,LOAS,2020-04-23 18:29:33+00:00,2020-04-23 18:47:24+00:00,2020-04-23 00:00:00+00:00,47.84422302246094,16.25660705566406,0.0,48.14314270019531,16.95883941650391,121.92
C33,,440084,OE-XEQ,EC35,LOAS,LOAN,2020-04-23 19:02:16+00:00,2020-04-23 19:21:29+00:00,2020-04-23 00:00:00+00:00,48.143160545219814,16.95887638972356,0.0,47.81790005958686,16.25032865084134,320.04
WRW,,7c71da,,,YOAS,YHAE,2020-04-23 22:17:41+00:00,2020-04-24 01:31:52+00:00,2020-04-24 00:00:00+00:00,-34.07949673927436,150.6277656555176,304.8,-34.63882187665519,148.37659835815433,1303.02
BXO,,7c085a,,,YOAS,YTGV,2020-04-24 04:32:05+00:00,2020-04-24 05:46:56+00:00,2020-04-24 00:00:00+00:00,-34.061599731445305,150.6028840979751,609.6,-34.90733518438827,148.2032203674316,1935.48
VHO,,7c6b5a,,,YOAS,,2020-04-24 05:08:34+00:00,2020-04-24 06:05:40+00:00,2020-04-24 00:00:00+00:00,-34.062423706054695,150.6068077865912,609.6,-34.964218139648445,148.0229467275191,2377.44
VHO,,7c6b5a,,,,YOAS,2020-04-24 07:06:10+00:00,2020-04-24 07:56:41+00:00,2020-04-24 00:00:00+00:00,-35.034805297851555,147.82418387276792,2438.4,-34.17902542372883,150.38961410522458,1615.44
JIA5092,OH5092,a7b4ea,N596NN,CRJ9,26MI,KCLT,2020-04-24 10:10:00+00:00,2020-04-24 11:27:56+00:00,2020-04-24 00:00:00+00:00,42.85212629932468,-85.41974748883928,1524.0,35.28895568847656,-80.94165802001953,685.8000000000002
SKW5714,OO5714,ac0cb1,N876AS,CRJ2,KDMA,KDEN,2020-04-24 14:21:24+00:00,2020-04-24 15:51:22+00:00,2020-04-24 00:00:00+00:00,32.15890502929688,-110.7494384765625,2438.4,39.80392456054688,-104.66089663298229,1783.08
DAL3124,DL3124,a475a3,N387DN,,KPHX,KU42,2020-04-24 15:11:37+00:00,2020-04-24 16:21:29+00:00,2020-04-24 00:00:00+00:00,33.43107061871027,-112.0196844606983,304.8,40.60393252615201,-111.95336775346242,2339.34
ENY3691,,a29dee,N268NN,,KDFW,,2020-04-24 17:39:40+00:00,2020-04-24 18:41:24+00:00,2020-04-24 00:00:00+00:00,32.89218191373146,-97.03007289341521,304.8,26.584912316273826,-100.05898695725661,11582.4
PKAR04,,7c6547,VH-UAH,AS50,YOAS,YWLX,2020-04-24 23:25:22+00:00,2020-04-24 23:36:31+00:00,2020-04-24 00:00:00+00:00,-34.134567260742195,150.5806872309471,609.6,-33.794723510742195,150.60294015066958,434.34
JAZ,,7c2da9,,,YOAS,YSCN,2020-04-25 04:25:40+00:00,2020-04-25 05:12:38+00:00,2020-04-25 00:00:00+00:00,-34.132286976959726,150.5862808227539,1219.2,-34.02474975585938,150.688364457111,350.52
JIA5092,OH5092,a7e9e7,N609NN,,26MI,SC08,2020-04-25 10:12:01+00:00,2020-04-25 11:29:53+00:00,2020-04-25 00:00:00+00:00,42.860272940942785,-85.42138235909601,1524.0,35.11175537109375,-81.05937101403059,1965.96
DAL3124,DL3124,a4a0d9,N398DN,,KPHX,KSLC,2020-04-25 13:16:41+00:00,2020-04-25 14:29:47+00:00,2020-04-25 00:00:00+00:00,33.43107061871027,-112.0187876175861,304.8,40.8306884765625,-112.10137939453121,3108.96
SKW5714,OO5714,acd135,N925EV,CRJ2,KDMA,KDEN,2020-04-25 14:22:17+00:00,2020-04-25 15:52:24+00:00,2020-04-25 00:00:00+00:00,32.16768943657309,-110.7810320172991,2438.4,39.802116781978285,-104.66094970703121,1752.6
N888SN,,ac3d2a,N888SN,,KFRG,KFRG,2020-04-25 15:18:16+00:00,2020-04-25 16:42:32+00:00,2020-04-25 00:00:00+00:00,40.72709655761719,-73.40826416015625,0.0,40.73638916015625,-73.42047119140625,45.72
N350BT,,a3e4f8,N350BT,,KLDJ,KHVN,2020-04-25 15:34:20+00:00,2020-04-25 16:05:28+00:00,2020-04-25 00:00:00+00:00,40.582844362420545,-74.36158613725144,304.8,41.14004516601562,-72.823974609375,1668.78
OKRDS,,49d108,OK-HLC,R22,LOAS,LZDV,2020-04-25 17:27:20+00:00,2020-04-25 17:39:25+00:00,2020-04-25 00:00:00+00:00,48.17183672371557,17.00271606445312,304.8,48.398592674126064,17.39489906712582,495.3
ENY3691,,a28f12,N264NN,,KDFW,,2020-04-25 17:40:09+00:00,2020-04-25 18:46:28+00:00,2020-04-25 00:00:00+00:00,32.904564808991,-97.02973657724806,304.8,26.35285949707031,-100.1963489460495,10972.8
N350BT,,a3e4f8,N350BT,,K3C8,KLDJ,2020-04-25 20:20:00+00:00,2020-04-25 20:46:48+00:00,2020-04-25 00:00:00+00:00,40.96494513042902,-72.8055225719105,1828.8,40.56266784667969,-74.290283203125,289.56
JZJ,,7c311d,,,YSBK,YOAS,2020-04-26 01:29:03+00:00,2020-04-26 01:47:15+00:00,2020-04-26 00:00:00+00:00,-33.92788696289062,150.917227608817,609.6,-34.157657946570446,150.5886840820312,1981.2
FDX94,FX94,ac297b,N883FD,B77L,PANC,KOAK,2020-04-26 04:27:11+00:00,2020-04-26 08:18:15+00:00,2020-04-26 00:00:00+00:00,61.203902939618644,-150.0167846679688,304.8,37.70869445800781,-122.22506259350071,-45.72
BCY,,7c0570,,,YWIO,YOAS,2020-04-26 05:20:08+00:00,2020-04-26 05:40:22+00:00,2020-04-26 00:00:00+00:00,-34.193710327148445,150.6692504882812,304.8,-34.127119678562,150.5612754821777,762.0
KXW,,7c35f2,,,YPJT,YPJT,2020-04-26 07:04:50+00:00,2020-04-26 08:01:51+00:00,2020-04-26 00:00:00+00:00,-32.103652954101555,115.86725463867191,0.0,-32.08676147460938,115.8963134765625,60.96
DEJFC,,3d1cf0,,,EDAQ,EDVK,2020-04-26 08:21:11+00:00,2020-04-26 09:23:43+00:00,2020-04-26 00:00:00+00:00,51.560793084613344,11.90452575683594,609.6,51.42800903320312,9.317297033361486,480.06
JIA5092,OH5092,a79ea0,N590NN,CRJ9,KGRR,KAKH,2020-04-26 10:15:37+00:00,2020-04-26 11:32:16+00:00,2020-04-26 00:00:00+00:00,42.88064575195312,-85.4789343545603,914.4,35.142013549804695,-81.06206154336735,1463.04
KXW,,7c35f2,,,YPJT,YPJT,2020-04-26 10:57:55+00:00,2020-04-26 11:24:47+00:00,2020-04-26 00:00:00+00:00,-32.10763549804688,115.86791381835941,0.0,-32.08561784130035,115.8978582888233,53.34
DEJFC,,3d1cf0,,,EDVK,EDAQ,2020-04-26 13:06:03+00:00,2020-04-26 14:04:14+00:00,2020-04-26 00:00:00+00:00,51.45643615722656,9.401995684649494,609.6,51.52610778808594,12.064992543813341,327.66
DAL3124,DL3124,a495bf,N395DZ,,KPHX,KSLC,2020-04-26 13:06:31+00:00,2020-04-26 14:13:19+00:00,2020-04-26 00:00:00+00:00,33.431076049804695,-112.0173156738281,304.8,40.78404313426907,-112.0958779074929,3032.76
SKW5714,OO5714,ad014f,N937SW,CRJ2,KDMA,CO12,2020-04-26 14:26:32+00:00,2020-04-26 15:52:43+00:00,2020-04-26 00:00:00+00:00,32.1463623046875,-110.76207275390621,2438.4,39.956530554819906,-104.69546231356529,1935.48
ENY3691,,a234ef,N241NN,E75L,KDFW,,2020-04-26 17:39:07+00:00,2020-04-26 18:40:23+00:00,2020-04-26 00:00:00+00:00,32.88938877946239,-97.02990473533166,304.8,25.78370175119174,-100.10431253685141,9144.0
FD412,,7c19bd,VH-FDB,BE20,YBBN,YPAC,2020-04-27 05:47:57+00:00,2020-04-27 06:23:21+00:00,2020-04-27 00:00:00+00:00,-27.38360595703125,153.1292033645342,-304.8,-25.147658525887213,152.4729257259729,1752.6
FD412,,7c19bd,VH-FDB,BE20,YHBA,YBBN,2020-04-27 07:30:30+00:00,2020-04-27 08:06:41+00:00,2020-04-27 00:00:00+00:00,-25.35607289459745,152.90740390993508,609.6,-27.39515401549261,153.1225820688101,-60.96
JIA5092,OH5092,a6c365,N535EA,CRJ7,KGRR,SC08,2020-04-27 10:08:41+00:00,2020-04-27 11:15:53+00:00,2020-04-27 00:00:00+00:00,42.84784349344545,-85.50946916852678,609.6,35.1046142578125,-81.05886653977996,1600.2
DAL3124,DL3124,a4a0d9,N398DN,,KPHX,KSLC,2020-04-27 13:05:36+00:00,2020-04-27 14:13:15+00:00,2020-04-27 00:00:00+00:00,33.43107061871027,-112.0134626116071,304.8,40.853359416379774,-112.10418007590549,3063.24
SKW5714,OO5714,a2479f,N246PS,CRJ2,KDMA,60CO,2020-04-27 14:19:33+00:00,2020-04-27 15:44:59+00:00,2020-04-27 00:00:00+00:00,32.161239624023445,-110.77635498046871,2743.2,39.94857788085938,-104.68621826171879,1889.76
OKRDS,,49d108,OK-HLC,R22,LOAS,LZIB,2020-04-27 15:06:08+00:00,2020-04-27 16:01:33+00:00,2020-04-27 00:00:00+00:00,48.17234802246094,17.00239915114183,304.8,48.16471423132945,17.1968560469778,160.02
ENY3691,,a2ba48,N275NN,,KDFW,,2020-04-27 17:47:19+00:00,2020-04-27 18:50:50+00:00,2020-04-27 00:00:00+00:00,32.893844604492195,-97.02987670898438,304.8,26.28455727787341,-100.2176548884465,10363.2
LGO,,7c3896,,,,YOAS,2020-04-28 06:03:24+00:00,2020-04-28 06:22:21+00:00,2020-04-28 00:00:00+00:00,-33.607315063476555,150.0120886977838,1828.8,-34.181446140095375,150.4206848144531,1615.44
VHO,,7c6b5a,,,,YOAS,2020-04-28 06:38:30+00:00,2020-04-28 07:05:54+00:00,2020-04-28 00:00:00+00:00,-33.707473754882805,149.8327200753348,1828.8,-34.150680541992195,150.4518781389509,1463.04
JIA5092,OH5092,a6aac2,N529EA,CRJ7,KGRR,SC08,2020-04-28 10:09:46+00:00,2020-04-28 11:22:20+00:00,2020-04-28 00:00:00+00:00,42.86581265724311,-85.51404680524553,304.8,35.10429770259534,-81.05844497680664,1722.12
FD412,,7c19bd,VH-FDB,BE20,YBBN,,2020-04-28 10:21:19+00:00,2020-04-28 11:16:54+00:00,2020-04-28 00:00:00+00:00,-27.38319396972656,153.1294106537441,-304.8,-24.40594482421875,151.1977640787761,7109.46
DAL3124,DL3124,a3813b,N325DN,A321,KPHX,KU42,2020-04-28 13:39:39+00:00,2020-04-28 14:46:54+00:00,2020-04-28 00:00:00+00:00,33.42888266353284,-112.01486392896999,304.8,40.615617137844275,-111.954741044478,2385.06
N888SN,,ac3d2a,N888SN,,KFRG,KFRG,2020-04-28 13:55:33+00:00,2020-04-28 14:45:59+00:00,2020-04-28 00:00:00+00:00,40.73804952330508,-73.41389049183238,0.0,40.6446533203125,-73.32635498046875,30.48
SKW5714,OO5714,adb437,N982SW,CRJ2,KTUS,KDEN,2020-04-28 14:15:30+00:00,2020-04-28 15:52:54+00:00,2020-04-28 00:00:00+00:00,32.103354243908896,-110.92391033561859,914.4,39.79066493147511,-104.6612548828125,1851.66
N4774D,,a5de03,N4774D,,KPOC,KPOC,2020-04-28 16:20:17+00:00,2020-04-28 17:29:37+00:00,2020-04-28 00:00:00+00:00,34.10440063476562,-117.8668212890625,609.6,34.105178833007805,-117.7849283023756,594.36
N888SN,,ac3d2a,N888SN,,KFRG,KFRG,2020-04-28 16:37:07+00:00,2020-04-28 18:13:36+00:00,2020-04-28 00:00:00+00:00,40.73712158203125,-73.4141845703125,0.0,40.7288818359375,-73.41070556640625,38.1
FD412,,7c19bd,VH-FDB,BE20,,YBBN,2020-04-28 22:23:51+00:00,2020-04-28 23:17:34+00:00,2020-04-28 00:00:00+00:00,-24.23732951536016,150.7995835790094,7315.200000000002,-27.3760986328125,153.13350461563968,-53.34
FD412,,7c19bd,VH-FDB,BE20,YBBN,,2020-04-29 01:26:27+00:00,2020-04-29 02:22:38+00:00,2020-04-29 00:00:00+00:00,-27.38768005371094,153.12687136092282,-304.8,-24.43894958496094,151.2728373209636,7315.200000000002
TRW,,7c62aa,VH-TRW,A109,,YOAS,2020-04-29 03:27:07+00:00,2020-04-29 03:44:51+00:00,2020-04-29 00:00:00+00:00,-33.57235666048729,149.7482299804688,2743.2,-34.09002685546875,150.57597880460781,845.8200000000002
JIA5092,OH5092,a7e9e7,N609NN,,26MI,KCLT,2020-04-29 10:13:13+00:00,2020-04-29 11:34:28+00:00,2020-04-29 00:00:00+00:00,42.87812805175781,-85.41416611782336,1524.0,35.27055358886719,-80.97135543823242,449.58
KXW,,7c35f2,,,YPJT,YPJT,2020-04-29 10:27:54+00:00,2020-04-29 11:13:45+00:00,2020-04-29 00:00:00+00:00,-32.088134765625,115.8919189453125,0.0,-32.1103370795816,115.85750034877229,38.1
OKRDS,,49d108,OK-HLC,R22,LHLI,LOAS,2020-04-29 11:53:35+00:00,2020-04-29 12:08:53+00:00,2020-04-29 00:00:00+00:00,47.89471435546875,17.5286865234375,304.8,48.17074584960938,17.00394850510817,365.76
DAL3124,DL3124,a32acf,N303DN,A321,KPHX,KSLC,2020-04-29 13:06:13+00:00,2020-04-29 14:11:50+00:00,2020-04-29 00:00:00+00:00,33.43107061871027,-112.0189557756696,304.8,40.821703894663656,-112.1000602028587,3108.96
SKW5714,OO5714,acbfcf,N920SW,CRJ2,KDMA,KDEN,2020-04-29 14:19:48+00:00,2020-04-29 15:49:56+00:00,2020-04-29 00:00:00+00:00,32.086269572629774,-110.7814243861607,2438.4,39.78861663301112,-104.6610107421875,1790.7
ENY3691,,a24b39,N247NN,E75L,KDFW,,2020-04-29 17:43:03+00:00,2020-04-29 18:45:28+00:00,2020-04-29 00:00:00+00:00,32.903640747070305,-97.05476074218753,304.8,25.7783203125,-100.107421875,8785.86
BGZ,,7c0601,,,YSCN,YOAS,2020-04-30 01:48:19+00:00,2020-04-30 02:49:04+00:00,2020-04-30 00:00:00+00:00,-34.02548217773438,150.67037154217158,609.6,-34.156494140625,150.5120086669922,1478.28
FD412,,7c19bd,VH-FDB,BE20,,YBBN,2020-04-30 04:58:08+00:00,2020-04-30 05:34:43+00:00,2020-04-30 00:00:00+00:00,-25.97616577148438,150.6350995909493,5486.4000000000015,-27.39271545410156,153.1239693119841,30.48
FD412,,7c19bd,VH-FDB,BE20,YBBN,,2020-04-30 06:37:33+00:00,2020-04-30 07:34:57+00:00,2020-04-30 00:00:00+00:00,-27.38813781738281,153.1265604271079,0.0,-24.56474304199219,151.36515299479169,6096.0
FD412,,7c19bd,VH-FDB,BE20,,YBBN,2020-04-30 10:17:08+00:00,2020-04-30 11:03:42+00:00,2020-04-30 00:00:00+00:00,-24.40435894465043,150.9058192990861,7010.4000000000015,-27.37687683105469,153.13303821491752,7.62
JIA5092,OH5092,a700a4,N550NN,CRJ9,KGRR,KCLT,2020-04-30 10:20:46+00:00,2020-04-30 11:46:46+00:00,2020-04-30 00:00:00+00:00,42.83908081054688,-85.50825252089385,914.4,35.2794737735037,-80.97221861494347,609.6
FD412,,7c19bd,VH-FDB,BE20,YBBN,,2020-04-30 11:52:00+00:00,2020-04-30 12:55:23+00:00,2020-04-30 00:00:00+00:00,-27.39021947828394,153.12553992638217,0.0,-24.57225036621094,151.24471028645831,7924.8
SKW5714,OO5714,aced8f,N932EV,CRJ2,,60CO,2020-04-30 14:23:33+00:00,2020-04-30 15:51:21+00:00,2020-04-30 00:00:00+00:00,32.13221663135593,-110.745774872449,2743.2,39.94047546386719,-104.68621826171879,1844.04
ENY3691,,a2bdff,N276NN,,KDFW,,2020-04-30 17:44:52+00:00,2020-04-30 18:49:29+00:00,2020-04-30 00:00:00+00:00,32.89077758789062,-97.05476074218753,0.0,25.756049721927965,-100.1202219837117,10972.8
YCF,,7c79cd,VH-YCF,CT4,YWBN,YOAS,2020-04-30 22:43:27+00:00,2020-04-30 23:07:26+00:00,2020-04-30 00:00:00+00:00,-34.2198486328125,150.79223010004782,609.6,-34.08466403767214,150.5726623535156,838.2
